nome,lat,long
Museu Militar de Bragança,"41,80431207","-6,749258664"
Marron Oficina da Castanha - Bragança,"41,80559257","-6,755132166"
Castelo e Vila Muralhada de Ansiães - Carrazeda de Ansiães,"41,2027702","-7,305506347"
Miradouro de Penedo Durão - Freixo de Espada à Cinta,"41,04688663","-6,818720733"
Gravuras Rupestres do Mazouco - Freixo de Espada à Cinta,"41,14023974","-6,763314373"
Igreja Matriz de Freixo de Espada à Cinta,"41,092113","-6,805269275"
Museu Municipal de Arqueologia Coronel Albino Pereira Lopo - Macedo de Cavaleiros,"41,53627441","-6,956689003"
Albufeira do Azibo - Macedo de Cavaleiros,"41,58565779","-6,906242792"
Miradouro de São João das Arribas - Miranda do Douro,"41,54015214","-6,222863031"
Concatedral de Miranda do Douro,"41,49318382","-6,273217057"
Museu da Terra de Miranda - Miranda do Douro,"41,49429015","-6,274336261"
Ponte Românica - Mirandela,"41,48497936","-7,184991127"
Museu das Curiosidades - Mirandela,"41,52923881","-7,059743217"
Kartódromo Regional de Mirandela,"41,47256532","-7,226870202"
Castelo de Mogadouro,"41,33831914","-6,720235224"
Igreja Matriz de Torre de Moncorvo,"41,17402087","-7,053042417"
Castelo de Algoso - Vimioso,"41,46163008","-6,579396288"
Ponte da Misarela - Montalegre,"41,69275706","-8,019440144"
Ecomuseu de Barroso - Montalegre,"41,8254271","-7,791420563"
Castelo de Montalegre,"41,82573091","-7,791399106"
Gerês Green Park - Montalegre,"41,70841387","-8,041935109"
Mosteiro de Santa Maria das Júnias - Montalegre,"41,83126467","-7,942543602"
Barragem dos Pisões - Montalegre,"41,73981424","-7,85791345"
Fundação da Casa de Mateus - Vila Real,"41,29738571","-7,713440941"
Nosso Shopping - Vila Real,"41,2967952","-7,734312841"
Santuáro de Panóias - Vila Real,"41,28323285","-7,682446431"
Capela Nova - Vila Real,"41,29746412","-7,744602564"
NorteShopping - Matosinhos,"41,18087205","-8,654583925"
Mar Shopping - Matosinhos,"41,20905523","-8,687305052"
Santuário de Fátima,"39,63128858","-8,673148001"
Mosteiro da Batalha,"39,65929979","-8,825302787"
Miradouro da Ribeira das Cabras - Ilha do Faial,"38,60947642","-28,74964341"
Reserva Florestal de Recreio da Falca - Ilha do Faial,"38,56385461","-28,68269547"
Mirador de Ribeiro Seco - Ilha do Faial,"38,58613241","-28,61231431"
Miradouro do Cabeço das Pedras Negras - Ilha do Faial,"38,59290832","-28,62553223"
Miradouro da Nossa Senhora do Pilar - Ilha do Faial,"38,54915554","-28,62467393"
Miradouro do Monte Carneiro - Ilha do Faial,"38,54099088","-28,64388943"
Igreja da Nossa Senhora das Angústias - Ilha do Faial,"38,52850296","-28,62672329"
Ponta do morro - Ilha do Faial,"38,525943","-28,74691844"
Piscinas Naturais do Varadouro - Ilha do Faial,"38,56507101","-28,77422333"
Piscinas Naturais de Castelo Branco - Ilha do Faial,"38,51928669","-28,72512818"
Anta Grande da Comenda da Igreja - Évora,"38,75920356","-8,203160767"
Monte Selvagem - Évora,"38,80244357","-8,305578236"
Aventura Radical - Évora,"38,85947689","-8,451018338"
Escola-Museu Salgueiro Maia - Évora,"38,8468439","-8,513181214"
Palácio do Vidigal - Évora,"38,70637754","-8,49909631"
Sirius Park - Setúbal,"38,68631374","-8,750309948"
Herdade de Gambia - Setúbal,"38,5548778","-8,761639599"
Praia da Comporta - Setúbal,"38,38292793","-8,803546433"
Porto Palafita da Carrasqueira - Setúbal,"38,41387049","-8,756854538"
Ruínas Romanas de Troia - Setúbal,"38,48757471","-8,885321621"
Forte de São Filipe - Setúbal,"38,51847244","-8,910040858"
Forte Velho do Outão - Setúbal,"38,49179035","-8,937935833"
Miradouro do Portinho da Arrábida - Setúbal,"38,48319087","-8,988919262"
Lapa de Santa Margarida - Setúbal,"38,47055851","-8,986516003"
Castelo de Sesimbra - Setúbal,"38,45357191","-9,107000832"
Praia do Ribeiro do Cavalo - Setúbal,"38,43340457","-9,130346778"
Farol do Cabo Espichel - Setúbal,"38,41730026","-9,216628079"
Praia da Foz - Setúbal,"38,45521865","-9,198775295"
Estádio Municipal de Portimão,"37,13576694","-8,540011768"
Estádio Boavista Futebol Clube - Porto,"41,16219056","-8,642619453"
Estádio Nacional - Oeiras,"38,70893842","-9,260794116"
Estádio Municipal de Aveiro,"40,64801259","-8,593684573"
Estádio Capital do Móvel - Paços de Ferreira,"41,27142797","-8,385041601"
Estádio dos Arcos - Vila do Conde,"41,36288213","-8,740136017"
Estádio Algarve - Loulé,"37,08827009","-7,974700686"
Estádio do Restelo - Lisboa,"38,70276336","-9,20800048"
Citânia de Sanfins - Paços de Ferreira,"41,32351771","-8,386686467"
Mosteiro de São Pedro de Ferreira - Paços de Ferreira,"41,26508922","-8,343883915"
Parque Aquático de Amarante,"41,24960858","-8,105663431"
Ponte de São Gonçalo - Amarante,"41,26894247","-8,078050524"
Museu Municipal Amadeo de Souza-Cardoso - Amarante,"41,26965241","-8,078569718"
Algarve Outlet - Olhão,"37,03447375","-7,840194503"
Parque de Campismo e Caravanismo de Olhão,"37,03546956","-7,822329018"
Mercados de Olhão,"37,02387702","-7,841064982"
